,Property,PropertyType,PropertyGroup,Description.x,TableName,DomainName,DataType,VocabURL
769,9I2c,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+ColP) - Vanadate,LAB_METHODS,,FLOAT,
770,9I3,LaboratoryMeasurement,Phosphorus,PBI,LAB_METHODS,,FLOAT,
771,9I3a,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+OlsenP) - Murphy and Riley,LAB_METHODS,,FLOAT,
772,9I3b,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+OlsenP) - ICPAES,LAB_METHODS,,FLOAT,
773,9I3c,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (+OlsenP) - Vanadate,LAB_METHODS,,FLOAT,
774,9I4,LaboratoryMeasurement,Phosphorus,Phosphorus buffer index (unadjusted),LAB_METHODS,,FLOAT,
775,9I4a,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (unadj) - Murphy and Riley,LAB_METHODS,,FLOAT,
776,9I4b,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (unadj) - ICPAES,LAB_METHODS,,FLOAT,
777,9I4c,LaboratoryMeasurement,Phosphorus,P buffer index - PBI (unadj) - Vanadate,LAB_METHODS,,FLOAT,
778,9J1,LaboratoryMeasurement,Phosphorus,Phosphate sorption curve - manual colour,LAB_METHODS,,FLOAT,
779,9J1_EPC,LaboratoryMeasurement,Phosphorus,Equilibrium P concentration - manual colour,LAB_METHODS,,FLOAT,
780,9J1_P,LaboratoryMeasurement,Phosphorus,Phosphate sorption curve - manual colour,LAB_METHODS,,FLOAT,
781,9J1_PBC,LaboratoryMeasurement,Phosphorus,Phosphorus buffer capacity - manual colour,LAB_METHODS,,FLOAT,
782,9J2,LaboratoryMeasurement,Phosphorus,Phosphate sorption curve - automated colour,LAB_METHODS,,FLOAT,
783,9J2_EPC,LaboratoryMeasurement,Phosphorus,Equilibrium P concentration - automated colour,LAB_METHODS,,FLOAT,
784,9J2_P,LaboratoryMeasurement,Phosphorus,Phosphate sorption curve - automated colour,LAB_METHODS,,FLOAT,
785,9J2_PBC,LaboratoryMeasurement,Phosphorus,Phosphorus buffer capacity - automated colour,LAB_METHODS,,FLOAT,
786,9K1a,LaboratoryMeasurement,Phosphorus,Mehlich 3-P saturation ratio - colorimetric estimate of P,LAB_METHODS,,FLOAT,
787,9K1b,LaboratoryMeasurement,Phosphorus,Mehlich 3-P saturation ratio - ICPAES estimate of P,LAB_METHODS,,FLOAT,
788,9K2,LaboratoryMeasurement,Phosphorus,Colwell-P/PBI(+ColP) ratio,LAB_METHODS,,FLOAT,
789,9M,LaboratoryMeasurement,Phosphorus,Available P (mg/kg) - Mehlich P,LAB_METHODS,,FLOAT,
790,9R1,LaboratoryMeasurement,Phosphorus,Resin extractable phosphorus - automated colour (CSIRO Div of Soil Tech Mem 63/1972),LAB_METHODS,,FLOAT,
791,a-23E,LaboratoryMeasurement,Unclassified,Peroxide oxidisable S calculated as equalivent acidity units,LAB_METHODS,,FLOAT,
792,a-23Q,LaboratoryMeasurement,Unclassified,Excess Acid Neutralising Capacity calculated as equilavent acid neutralising units.,LAB_METHODS,,FLOAT,
793,a-23R,LaboratoryMeasurement,Unclassified,Residual acid extractable S after peroxide expressed in equivalent acidity units,LAB_METHODS,,FLOAT,
794,a-23U,LaboratoryMeasurement,Unclassified,Magnesium reacted calculated as equilavent acid neutralising units.,LAB_METHODS,,FLOAT,
795,a-23Um,LaboratoryMeasurement,Unclassified,Magnesium reacted calculated as equilavent acid neutralising units.- ICPAES,LAB_METHODS,,FLOAT,
796,a-23X,LaboratoryMeasurement,Unclassified,Calcium reacted calaulated as equilavent acid neutralising units.,LAB_METHODS,,FLOAT,
797,a-23Xh,LaboratoryMeasurement,Unclassified,Calcium reacted calaulated as equilavent acid neutralising units. - ICPAES,LAB_METHODS,,FLOAT,
798,AGENCY_ACRONYM,FieldMeasurement,AGENCIES,Acronym of agency  e.g. ACLEP,AGENCIES,,VARCHAR,
799,AGENCY_CODE,FieldMeasurement,CRACKS,Agency identifier,AGENCIES,,VARCHAR,
800,AGENCY_CODE,FieldMeasurement,CRACKS,Agency identifier,DBKEY,,VARCHAR,
801,AGENCY_CODE,FieldMeasurement,HORIZONS,Agency identifier,AGENCIES,,VARCHAR,
802,AGENCY_CODE,FieldMeasurement,HORIZONS,Agency identifier,DBKEY,,VARCHAR,
803,AGENCY_CODE,FieldMeasurement,ELEM_GEOMORPHS,Agency identifier,AGENCIES,,VARCHAR,
804,AGENCY_CODE,FieldMeasurement,ELEM_GEOMORPHS,Agency identifier,DBKEY,,VARCHAR,
805,AGENCY_CODE,FieldMeasurement,OFFICERS,Agency identifier,AGENCIES,,VARCHAR,
806,AGENCY_CODE,FieldMeasurement,OFFICERS,Agency identifier,DBKEY,,VARCHAR,
807,AGENCY_CODE,FieldMeasurement,VEG_SPECIES,Agency identifier,AGENCIES,,VARCHAR,
808,AGENCY_CODE,FieldMeasurement,VEG_SPECIES,Agency identifier,DBKEY,,VARCHAR,
809,AGENCY_CODE,FieldMeasurement,FABRICS,Agency identifier,AGENCIES,,VARCHAR,
810,AGENCY_CODE,FieldMeasurement,FABRICS,Agency identifier,DBKEY,,VARCHAR,
811,AGENCY_CODE,FieldMeasurement,PROJECTS,Agency identifier,AGENCIES,,VARCHAR,
812,AGENCY_CODE,FieldMeasurement,PROJECTS,Agency identifier,DBKEY,,VARCHAR,
813,AGENCY_CODE,FieldMeasurement,STRUCTURES,Agency identifier,AGENCIES,,VARCHAR,
814,AGENCY_CODE,FieldMeasurement,STRUCTURES,Agency identifier,DBKEY,,VARCHAR,
815,AGENCY_CODE,FieldMeasurement,AGENCIES,Agency unique identifier,AGENCIES,,VARCHAR,
816,AGENCY_CODE,FieldMeasurement,AGENCIES,Agency unique identifier,DBKEY,,VARCHAR,
817,AGENCY_CODE,FieldMeasurement,SEGREGATIONS,Agency identifier,AGENCIES,,VARCHAR,
818,AGENCY_CODE,FieldMeasurement,SEGREGATIONS,Agency identifier,DBKEY,,VARCHAR,
819,AGENCY_CODE,FieldMeasurement,ROOTS,Agency identifier,AGENCIES,,VARCHAR,
820,AGENCY_CODE,FieldMeasurement,ROOTS,Agency identifier,DBKEY,,VARCHAR,
821,AGENCY_CODE,FieldMeasurement,CUTANS,Agency identifier,AGENCIES,,VARCHAR,
822,AGENCY_CODE,FieldMeasurement,CUTANS,Agency identifier,DBKEY,,VARCHAR,
823,AGENCY_CODE,FieldMeasurement,ARCHIVE_SAMPLES,Agency identifier,AGENCIES,,VARCHAR,
824,AGENCY_CODE,FieldMeasurement,ARCHIVE_SAMPLES,Agency identifier,DBKEY,,VARCHAR,
825,AGENCY_NAME,FieldMeasurement,AGENCIES,Name of agency,AGENCIES,,VARCHAR,
826,CF_ABUN,FieldMeasurement,COARSE_FRAGS,Coarse fragments abundance p139,COARSE_FRAGS,N_CF_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-abundance
827,CF_DISTRIBUTION,FieldMeasurement,COARSE_FRAGS,Coarse fragments distribution p170,COARSE_FRAGS,C_CF_DISTRIBUTION,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/coarse-fragments-distribution
828,CF_LITH,FieldMeasurement,COARSE_FRAGS,Coarse fragment lithology p142,COARSE_FRAGS,C_LITHOLOGY,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-lithology
829,CF_NO,NA,NA,NA,COARSE_FRAGS,,INTEGER,
830,CF_SHAPE,FieldMeasurement,COARSE_FRAGS,Coarse fragments shape p142,COARSE_FRAGS,C_CF_SHAPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-shape
831,CF_SIZE,FieldMeasurement,COARSE_FRAGS,Coarse fragments size p140,COARSE_FRAGS,N_CF_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-size
832,CF_STRENGTH,FieldMeasurement,COARSE_FRAGS,Coarse fragments strength p142,COARSE_FRAGS,C_CF_STRENGTH,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-strength
833,COL_CHROMA,NA,NA,NA,COLOURS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_colour-stat
834,COL_HUE,FieldMeasurement,COLOURS,Colour hue p159,COLOURS,,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
835,COL_HUE_VAL_CHROM,FieldMeasurement,COLOURS,Colour for decode,COLOURS,C_MUNSELL_COLOUR,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
836,COL_MOISTURE_STAT,FieldMeasurement,COLOURS,Colour moisture status p159,COLOURS,C_MOISTURE_STAT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
837,COL_NO,NA,NA,NA,COLOURS,,INTEGER,
838,COL_VALUE,NA,NA,NA,COLOURS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
839,CRACK_NO,NA,NA,NA,CRACKS,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/voids-cracks
840,CRACK_WIDTH,FieldMeasurement,CRACKS,Crack width p184,CRACKS,N_CRACK_WIDTH,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/voids-cracks
841,CUTAN_ABUN,FieldMeasurement,CUTANS,Abundance of cutan p183,CUTANS,N_CUTAN_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-abundance
842,CUTAN_DISTINCT,FieldMeasurement,CUTANS,Distinctness of cutan p183,CUTANS,C_CUTAN_DISTINCT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-distinctness
843,CUTAN_NO,NA,NA,NA,CUTANS,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans
844,CUTAN_TYPE,FieldMeasurement,CUTANS,Type of cutan p182,CUTANS,C_CUTAN_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-type
845,FAB_ABUN,FieldMeasurement,FABRICS,Fabric abundance,FABRICS,N_CF_ABUN,VARCHAR,
846,FAB_NO,NA,NA,NA,FABRICS,,INTEGER,
847,FAB_TYPE,FieldMeasurement,FABRICS,Fabric type p181,FABRICS,C_FAB_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/fabric
848,H_BOUND_DISTINCT,FieldMeasurement,HORIZONS,Distinctness of boundary between horizons p199,HORIZONS,N_H_BOUND_DISTINCT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-boundary-distinctness
849,H_BOUND_SHAPE,FieldMeasurement,HORIZONS,Shape of boundary between horizons p200,HORIZONS,C_H_BOUND_SHAPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-boundary-shape
850,H_CARBONATE_EFF,FieldMeasurement,HORIZONS,Effervescence of carbonate in fine earth p198,HORIZONS,C_H_CARBONATE_EFF,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/effervescence-of-carbonate-in-fine-earth
851,H_DESIG_MASTER,FieldMeasurement,HORIZONS,Master horizon designation  e.g. A1  B2 p148,HORIZONS,,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
852,H_DESIG_NUM_PREF,NA,NA,NA,HORIZONS,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
853,H_DESIG_SUBDIV,NA,NA,NA,HORIZONS,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
854,H_DESIG_SUFFIX,FieldMeasurement,HORIZONS,Horizon suffix  e.g.  b  c  d,HORIZONS,,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-suffix
855,H_LOWER_DEPTH,NA,NA,NA,HORIZONS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-of-horizons
856,H_NO,NA,NA,NA,DBKEY,,INTEGER,
857,H_NO,NA,NA,NA,HORIZONS,,INTEGER,
858,H_NOTES,FieldMeasurement,HORIZONS,Free text notes,HORIZONS,,VARCHAR,
859,H_PERMEABILITY,FieldMeasurement,HORIZONS,Soil water regime  permeability p200,HORIZONS,C_PERMEABILITY,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-permeability
860,H_PLASTICITY_DEG,FieldMeasurement,HORIZONS,Consistence  degree of plasticity p188,HORIZONS,C_H_PLASTICITY_DEG,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-plasticity-degree
861,H_PLASTICITY_TYPE,FieldMeasurement,HORIZONS,Consistence  type of plasticity p188,HORIZONS,C_H_PLASTICITY_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-plasticity-type
862,H_SOIL_WATER_STAT,FieldMeasurement,HORIZONS,Soil water status p186,HORIZONS,C_SOIL_WATER_STAT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-status
863,H_STICKINESS,FieldMeasurement,HORIZONS,Consistence  stickiness,HORIZONS,C_H_STICKINESS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-stickiness
864,H_TEXTURE,FieldMeasurement,HORIZONS,Field texture (mineral soils)  including modifiers p161,HORIZONS,C_H_TEXTURE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_field-texture-mineral
865,H_TEXTURE_QUAL,FieldMeasurement,HORIZONS,Field texture qualification,HORIZONS,C_H_TEXTURE_QUAL,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_field-texture-mineral
866,H_UPPER_DEPTH,NA,NA,NA,HORIZONS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-of-horizons
867,H_WATER_REPELLENCE,FieldMeasurement,HORIZONS,Water repellence p191,HORIZONS,C_H_WATER_REPELLENCE,VARCHAR,
868,JAR_NO,NA,NA,NA,ARCHIVE_SAMPLES,,INTEGER,
869,LABM_CODE,NA,NA,NA,LAB_METHODS,,,
870,LABM_CODE,NA,NA,NA,,,,
871,LAND_COVER,FieldMeasurement,LAND_COVER,Land cover code,LAND _COVER,C_LAND_COVER,VARCHAR,
872,LAND_USE,FieldMeasurement,LAND _USES,Land use code,LAND_USES,C_LAND_USE,VARCHAR,
873,LCOV_DATE,FieldMeasurement,LAND_COVER,Date land cover observed ddmmyyyy,LAND _COVER,,VARCHAR,
874,LCOV_NO,NA,NA,NA,LAND _COVER,,INTEGER,
875,LCOV_REF,FieldMeasurement,LAND_COVER,Land cover reference e.g. FAO Land Cover,LAND _COVER,C_LAND_COVER_REF,VARCHAR,
876,LOCATION,FieldMeasurement,ARCHIVE_SAMPLES,Location of sample i.e. shelf number,ARCHIVE_SAMPLES,,VARCHAR,
877,LUSE_DATE,FieldMeasurement,LAND _USES,Date land use observed or started,LAND_USES,,VARCHAR,
878,LUSE_END_DATE,FieldMeasurement,LAND _USES,End date for land use ddmmyyyy,LAND_USES,,VARCHAR,
879,LUSE_NO,NA,NA,NA,SITE_MNG_PRCS,,INTEGER,
880,LUSE_NO,NA,NA,NA,LAND_USES,,INTEGER,
881,LUSE_REF,FieldMeasurement,LAND _USES,Land use reference e.g. ALUM Version 6,LAND_USES,C_LAND_USE_REF,VARCHAR,
882,M1a,LaboratoryMeasurement,SAR,Sodium absorption ratio (SAR),LAB_METHODS,,FLOAT,
883,MIN_EC,LaboratoryMeasurement,CLAY_MINERAL,Exchange Capacity - Minerology,LAB_METHODS,,FLOAT,
884,MIN_NR_K2O,LaboratoryMeasurement,CLAY_MINERAL,Kaolin minerals,LAB_METHODS,,FLOAT,
885,MOTT_ABUN,FieldMeasurement,MOTTLES,Mottle abundance p160,MOTTLES,N_MOTT_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-abundance
886,MOTT_BOUN_DISTINCT,FieldMeasurement,MOTTLES,Distinctness of boundaries,MOTTLES,C_MOTT_BOUN_DISTINCT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-boundary-distinctness
887,MOTT_CHROMA,NA,NA,NA,MOTTLES,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
888,MOTT_COLOUR,FieldMeasurement,MOTTLES,Mottle colour i.e. old colours R,MOTTLES,C_MOTT_COLOUR,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-colour
889,MOTT_CONTRAST,FieldMeasurement,MOTTLES,Mottle contrast p160,MOTTLES,C_CONTRAST,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-constrast
890,MOTT_HUE,FieldMeasurement,MOTTLES,Mottle hue p159,MOTTLES,,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
891,MOTT_HUE_VAL_CHROM,FieldMeasurement,MOTTLES,Colour for decode,MOTTLES,C_MUNSELL_COLOUR,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
892,MOTT_MOISTURE_STAT,FieldMeasurement,MOTTLES,Mottle colour moisture status,MOTTLES,C_MOISTURE_STAT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_colour-stat
893,MOTT_NO,NA,NA,NA,MOTTLES,,INTEGER,
894,MOTT_SIZE,FieldMeasurement,MOTTLES,Mottle size p160,MOTTLES,N_MOTT_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-size
895,MOTT_TYPE,FieldMeasurement,MOTTLES,Mottle type p160,MOTTLES,C_MOTT_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-type
896,MOTT_VALUE,NA,NA,NA,MOTTLES,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
897,MR_BIOTIC_AGENT,FieldMeasurement,MICRORELIEFS,Biotic microrelief (agent) p131,MICRORELIEFS,C_MR_BIOTIC_AGENT,VARCHAR,
898,MR_BIOTIC_COMP,FieldMeasurement,MICRORELIEFS,Component of biotic microrelief p133,MICRORELIEFS,C_MR_BIOTIC_COMP,VARCHAR,
899,MR_HORIZ_INT,NA,NA,NA,MICRORELIEFS,,FLOAT,
900,MR_NO,NA,NA,NA,MICRORELIEFS,,INTEGER,
901,MR_PROP_GILGAI,FieldMeasurement,MICRORELIEFS,Proportions of gilgai components p130,MICRORELIEFS,C_MR_PROP_GILGAI,VARCHAR,
902,MR_TYPE,FieldMeasurement,MICRORELIEFS,Type of microrelief p129,MICRORELIEFS,C_MR_TYPE,VARCHAR,
903,MR_VERTICAL_INT,NA,NA,NA,MICRORELIEFS,,FLOAT,
904,O_AGGRADATION,FieldMeasurement,OBSERVATIONS,Aggradation p138,OBSERVATIONS,C_O_AGGRADATION,VARCHAR,
905,O_AMG_ZONE,NA,NA,NA,OBSERVATIONS,,INTEGER,
906,O_ASC_CONF,FieldMeasurement,OBSERVATIONS,Aust soil classification confidence,OBSERVATIONS,C_O_ASC_CONF,VARCHAR,
907,O_ASC_FAM1,FieldMeasurement,OBSERVATIONS,Aust soil classification family 1 - likely to be horizon thickness,OBSERVATIONS,C_O_ASC_FAM,VARCHAR,
908,O_ASC_FAM2,FieldMeasurement,OBSERVATIONS,Aust soil classification family 2 -  likely to be gravel content,OBSERVATIONS,C_O_ASC_FAM,VARCHAR,
909,O_ASC_FAM3,FieldMeasurement,OBSERVATIONS,Aust soil classification family -  likely to be A1 texture,OBSERVATIONS,C_O_ASC_FAM,VARCHAR,
910,O_ASC_FAM4,FieldMeasurement,OBSERVATIONS,Aust soil classification family - likely to be B texture,OBSERVATIONS,C_O_ASC_FAM,VARCHAR,
911,O_ASC_FAM5,FieldMeasurement,OBSERVATIONS,Aust soil classification family - likely to be soil depth,OBSERVATIONS,C_O_ASC_FAM,VARCHAR,
912,O_ASC_GG,FieldMeasurement,OBSERVATIONS,Aust soil classification great soil group,OBSERVATIONS,C_O_ASC,VARCHAR,
913,O_ASC_NOTES,FieldMeasurement,OBSERVATIONS,Aust soil classification,OBSERVATIONS,,VARCHAR,
914,O_ASC_ORD,FieldMeasurement,OBSERVATIONS,Aust soil classification order,OBSERVATIONS,C_O_ASC_ORD,VARCHAR,
915,O_ASC_SUBG,FieldMeasurement,OBSERVATIONS,Aust soil classification subgroup,OBSERVATIONS,C_O_ASC,VARCHAR,
916,O_ASC_SUBORD,FieldMeasurement,OBSERVATIONS,Aust soil classification suborder,OBSERVATIONS,C_O_ASC,VARCHAR,
917,O_ASC_TECH_REF,FieldMeasurement,OBSERVATIONS,Aust soil classification technical reference,OBSERVATIONS,C_O_ASC_TECH_REF,VARCHAR,
918,O_ASPECT,NA,NA,NA,OBSERVATIONS,,INTEGER,
919,O_DATE_DESC,FieldMeasurement,OBSERVATIONS,Date site described p13 ddmmyyyy,OBSERVATIONS,,VARCHAR,
920,O_DATUM,FieldMeasurement,OBSERVATIONS,Datum of the coordinates,OBSERVATIONS,,VARCHAR,
921,O_DEPTH_RHORIZON,NA,NA,NA,OBSERVATIONS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-to-r-horizon
922,O_DEPTH_RHORIZON_PF,FieldMeasurement,OBSERVATIONS,Depth to R horizon prefix,OBSERVATIONS,,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-to-r-horizon
923,O_DEPTH_WATER,NA,NA,NA,OBSERVATIONS,,FLOAT,
924,O_DEPTH_WATER_PREF,FieldMeasurement,OBSERVATIONS,Depth to free water prefix:,OBSERVATIONS,C_O_DEPTH_WATER_PREF,VARCHAR,
925,O_DESC_BY,FieldMeasurement,OBSERVATIONS,Officer code p13,OBSERVATIONS,,VARCHAR,
926,O_DRAINAGE,FieldMeasurement,OBSERVATIONS,Drainage  soil water regime  p202,OBSERVATIONS,C_O_DRAINAGE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-drainage
927,O_DRAINAGE_EVAL,FieldMeasurement,OBSERVATIONS,Drainage height evaluation,OBSERVATIONS,C_O_EVALUATION,VARCHAR,
928,O_DRAINAGE_HEIGHT,NA,NA,NA,OBSERVATIONS,,FLOAT,
929,O_EASTING,NA,NA,NA,OBSERVATIONS,,INTEGER,
930,O_ELEVATION,NA,NA,NA,OBSERVATIONS,,INTEGER,
931,O_ELEVATION_EVAL,FieldMeasurement,OBSERVATIONS,Elevation evaluation p127,OBSERVATIONS,C_O_EVALUATION,VARCHAR,
932,O_ELEVATION_PF,FieldMeasurement,OBSERVATIONS,Elevation prefix,OBSERVATIONS,,VARCHAR,
933,O_FOREST_TYPE,FieldMeasurement,OBSERVATIONS,Type of forest p73 (2 Ed),OBSERVATIONS,C_O_FOREST_TYPE,VARCHAR,
934,O_GRND_COV_HEIGHT_MAX,NA,NA,NA,OBSERVATIONS,,INTEGER,
935,O_GRND_COV_HEIGHT_MIN,NA,NA,NA,OBSERVATIONS,,INTEGER,
936,O_GRND_COV_LEVEL_MAX,NA,NA,NA,OBSERVATIONS,,INTEGER,
937,O_GRND_COV_LEVEL_MIN,NA,NA,NA,OBSERVATIONS,,INTEGER,
938,O_GSG,FieldMeasurement,OBSERVATIONS,Great soil group,OBSERVATIONS,C_O_GSG,VARCHAR,
939,O_GULLY_DEG,FieldMeasurement,OBSERVATIONS,Gully erosion degree p137,OBSERVATIONS,N_O_GULLY_DEG,VARCHAR,
940,O_GULLY_DEPTH,FieldMeasurement,OBSERVATIONS,Gully depth p137,OBSERVATIONS,N_O_GULLY_DEPTH,VARCHAR,
941,O_GULLY_STATE,FieldMeasurement,OBSERVATIONS,Gully erosion state p137,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
942,O_ID,FieldMeasurement,OBSERVATIONS,Observation identifier,DBKEY,,VARCHAR,
943,O_INUND_DEPTH,FieldMeasurement,OBSERVATIONS,Inundation depth (annual),OBSERVATIONS,N_O_INUND_DEPTH,VARCHAR,
944,O_INUND_DUR,FieldMeasurement,OBSERVATIONS,Inundation duration (annual),OBSERVATIONS,N_O_INUND_DUR,VARCHAR,
945,O_INUND_FREQ,FieldMeasurement,OBSERVATIONS,Inundation frequency p138,OBSERVATIONS,C_O_INUND_FREQ,VARCHAR,
946,O_INUND_RUNON_VEL,FieldMeasurement,OBSERVATIONS,Inundation runon velocity,OBSERVATIONS,N_O_INUND_RUNON_VEL,VARCHAR,
947,O_LAND_USE,FieldMeasurement,OBSERVATIONS,Land use code,OBSERVATIONS,C_LAND_USE,VARCHAR,
948,O_LATITUDE,NA,NA,NA,OBSERVATIONS,,FLOAT,
949,O_LATITUDE_GDA94,NA,NA,NA,OBSERVATIONS,,FLOAT,
950,O_LOCATION_NOTES,FieldMeasurement,OBSERVATIONS,Free text location notes,OBSERVATIONS,,VARCHAR,
951,O_LOCATION_STATE,FieldMeasurement,OBSERVATIONS,State e.g. TAS  NSW  VIC,OBSERVATIONS,,VARCHAR,
952,O_LONGITUDE,NA,NA,NA,OBSERVATIONS,,FLOAT,
953,O_LONGITUDE_GDA94,NA,NA,NA,OBSERVATIONS,,FLOAT,
954,O_MAP_UNIT_NAME,FieldMeasurement,OBSERVATIONS,Map unit name  free text,OBSERVATIONS,,VARCHAR,
955,O_MAP_UNIT_TYPE,FieldMeasurement,OBSERVATIONS,Mapping unit type,OBSERVATIONS,C_O_MAP_UNIT_TYPE,VARCHAR,
956,O_MASS_DEG,FieldMeasurement,OBSERVATIONS,Mass movement erosion degree,OBSERVATIONS,C_O_MASS_DEG,VARCHAR,
957,O_MASS_STATE,FieldMeasurement,OBSERVATIONS,Mass movement erosion state,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
958,O_MR_SAMPLED,FieldMeasurement,OBSERVATIONS,Component of microrelief sampled p133,OBSERVATIONS,C_O_MR_SAMPLED,VARCHAR,
959,O_NATURE,FieldMeasurement,OBSERVATIONS,Nature of observation e.g. characterisation  single  etc,OBSERVATIONS,C_O_NATURE,VARCHAR,
960,O_NORTHING,NA,NA,NA,OBSERVATIONS,,INTEGER,
961,O_NOTES,FieldMeasurement,OBSERVATIONS,Free text notes,OBSERVATIONS,,VARCHAR,
962,O_OTHER_ER_DEG,FieldMeasurement,OBSERVATIONS,Other erosion degree  p134,OBSERVATIONS,C_O_OTHER_ER_DEG,VARCHAR,
963,O_OTHER_ER_STATE,FieldMeasurement,OBSERVATIONS,Other erosion state  p134,OBSERVATIONS,C_O_ER_STATE,VARCHAR,
964,O_OTHER_ER_TYPE,FieldMeasurement,OBSERVATIONS,Other erosion type  free text,OBSERVATIONS,C_O_OTHER_ER_TYPE,VARCHAR,
965,O_PERMEABILITY,FieldMeasurement,OBSERVATIONS,Permeability p200,OBSERVATIONS,C_PERMEABILITY,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-permeability
966,O_PHOTO_EAST,NA,NA,NA,OBSERVATIONS,,INTEGER,
967,O_PHOTO_NORTH,NA,NA,NA,OBSERVATIONS,,INTEGER,
968,O_PPF,FieldMeasurement,OBSERVATIONS,Principal profile form,OBSERVATIONS,,VARCHAR,
969,O_RF_COMPLEX,FieldMeasurement,OBSERVATIONS,Rainforest complexity p77,OBSERVATIONS,C_O_RF_COMPLEX,VARCHAR,
970,O_RF_EMERGENTS,FieldMeasurement,OBSERVATIONS,Rainforest emergents p85,OBSERVATIONS,C_O_RF_EMERGENTS,VARCHAR,
971,O_RF_FLOR_COMP,FieldMeasurement,OBSERVATIONS,Rainforest floristic composition of tallest stratum trees,OBSERVATIONS,C_O_RF_FLOR_COMP,VARCHAR,
