,Property,PropertyType,PropertyGroup,Description.x,TableName,DomainName,DataType,VocabURL
1161,P3B3VLd3,LaboratoryMeasurement,MOISTURE_RELEASE,3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,,FLOAT,
1162,P3B3VLd5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,,FLOAT,
1163,P3B3VLe004,LaboratoryMeasurement,MOISTURE_RELEASE,0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,,FLOAT,
1164,P3B3VLe01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,,FLOAT,
1165,P3B3VLe03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,,FLOAT,
1166,P3B3VLe06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,,FLOAT,
1167,P3B3VLe15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,,FLOAT,
1168,P3B3VLe2,LaboratoryMeasurement,MOISTURE_RELEASE,2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,,FLOAT,
1169,P3B3VLe7,LaboratoryMeasurement,MOISTURE_RELEASE,7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,,FLOAT,
1170,P3B4GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,"0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,,FLOAT,
1171,P3B4VL_005,LaboratoryMeasurement,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,,FLOAT,
1172,P3B5GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66),LAB_METHODS,,FLOAT,
1173,P3B6VL_DUL,LaboratoryMeasurement,MOISTURE_RELEASE,Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,,FLOAT,
1174,P3B6VL_LL,LaboratoryMeasurement,MOISTURE_RELEASE,Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,,FLOAT,
1175,P3B6VL_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,,FLOAT,
1176,P4_10_McK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1177,P4_100_McK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 100mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1178,P4_100DMcK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 100mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,,FLOAT,
1179,P4_10DMcK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 10mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,,FLOAT,
1180,P4_30_LOV,LaboratoryMeasurement,HYDRAULIC_COND,Unsaturated Hydraulic Conductivity - 50mm potential Loveday falling head method using 98mm diameter cores,LAB_METHODS,,FLOAT,
1181,P4_30DMcK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 30mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,,FLOAT,
1182,P4_50_McK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 50mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1183,P4_50DMcK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 50mm potential - Using disk permeameter with method CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996",LAB_METHODS,,FLOAT,
1184,P4_sat,LaboratoryMeasurement,HYDRAULIC_COND,Saturated Hydraulic Conductivity,LAB_METHODS,,FLOAT,
1185,P4_sat_FH,LaboratoryMeasurement,HYDRAULIC_COND,"Modified Saturated Hydraulic Conductivity - falling head (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1186,P4_sat_For,LaboratoryMeasurement,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (Forrest et al, 1985)",LAB_METHODS,,FLOAT,
1187,P4_sat_LOV,LaboratoryMeasurement,HYDRAULIC_COND,Saturated Hydraulic Conductivity - Modified (no de-aired water) Loveday falling head method using 98mm diameter cores,LAB_METHODS,,FLOAT,
1188,P4_sat_McK,LaboratoryMeasurement,HYDRAULIC_COND,"Saturated Hydraulic Conductivity (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,,FLOAT,
1189,P4D1,LaboratoryMeasurement,HYDRAULIC_COND,Saturated Hydraulic Conductivity,LAB_METHODS,,FLOAT,
1190,P5_COLE,LaboratoryMeasurement,COLE,Coefficient of Linear Extensibility (Grossman et al. 1968),LAB_METHODS,,FLOAT,
1191,P5_LS,LaboratoryMeasurement,LINEAR_SHRINKAGE,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1),LAB_METHODS,,FLOAT,
1192,P5_LS_MOD,LaboratoryMeasurement,LINEAR_SHRINKAGE,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)",LAB_METHODS,,FLOAT,
1193,P6_LP,LaboratoryMeasurement,DISPERSION_INDEX,"Dispersion Index (Loveday and Pyle, 1973)",LAB_METHODS,,FLOAT,
1194,PAN_CEMENTATION,FieldMeasurement,PANS,Pan cementation p192,PANS,C_PAN_CEMENTATION,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-cementation
1195,PAN_CONTINUITY,FieldMeasurement,PANS,Continuity of pan p195,PANS,C_PAN_CONTINUITY,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-continuity
1196,PAN_NO,NA,NA,NA,PANS,,INTEGER,
1197,PAN_STRUCTURE,FieldMeasurement,PANS,Structure of pan p195,PANS,C_PAN_STRUCTURE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-structure
1198,PAN_TYPE,FieldMeasurement,PANS,Type of pan p192,PANS,C_PAN_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/pans-type
1199,PGM_AGENT,FieldMeasurement,PATT_GEOMORPHS,Pattern geomorphological agent p52,PATT_GEOMORPHS,C_GEOMORPH_AGENT,VARCHAR,
1200,PGM_MODE,FieldMeasurement,PATT_GEOMORPHS,Pattern  mode of geomorphological  activity p52,PATT_GEOMORPHS,C_GEOMORPH_MODE,VARCHAR,
1201,PGM_NO,NA,NA,NA,PATT_GEOMORPHS,,INTEGER,
1202,PGM_STAT,FieldMeasurement,PATT_GEOMORPHS,Pattern status of geomorphological activity p54,PATT_GEOMORPHS,C_PGM_STAT,VARCHAR,
1203,PH_DEPTH,FieldMeasurement,PHS,Depth at which pH recorded (m) p198,PHS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
1204,PH_METHOD,FieldMeasurement,PHS,Field pH method,PHS,C_PH_METHOD,VARCHAR,
1205,PH_NO,NA,NA,NA,PHS,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
1206,PH_VALUE,FieldMeasurement,PHS,Field pH value p198,PHS,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/field-ph
1207,PORE_ABUN,FieldMeasurement,PORES,Abundance of macropores p184,PORES,N_PORE_ABUN,VARCHAR,
1208,PORE_DIAMETER,FieldMeasurement,PORES,Diameter of macropores p185,PORES,N_PORE_DIAMETER,VARCHAR,
1209,PORE_NO,NA,NA,NA,PORES,,INTEGER,
1210,PROJ_BIBLIO_REF,FieldMeasurement,PROJECTS,Bibliographic reference,PROJECTS,,VARCHAR,
1211,PROJ_CODE,FieldMeasurement,SEGREGATIONS,Project identifier,PROJECTS,,VARCHAR,
1212,PROJ_CODE,FieldMeasurement,SEGREGATIONS,Project identifier,DBKEY,,VARCHAR,
1213,PROJ_CODE,FieldMeasurement,CUTANS,Project identifier,PROJECTS,,VARCHAR,
1214,PROJ_CODE,FieldMeasurement,CUTANS,Project identifier,DBKEY,,VARCHAR,
1215,PROJ_CODE,FieldMeasurement,STRUCTURES,Project identifier,PROJECTS,,VARCHAR,
1216,PROJ_CODE,FieldMeasurement,STRUCTURES,Project identifier,DBKEY,,VARCHAR,
1217,PROJ_CODE,FieldMeasurement,ARCHIVE_SAMPLES,Project identifier,PROJECTS,,VARCHAR,
1218,PROJ_CODE,FieldMeasurement,ARCHIVE_SAMPLES,Project identifier,DBKEY,,VARCHAR,
1219,PROJ_CODE,FieldMeasurement,VEG_SPECIES,Project identifier,PROJECTS,,VARCHAR,
1220,PROJ_CODE,FieldMeasurement,VEG_SPECIES,Project identifier,DBKEY,,VARCHAR,
1221,PROJ_CODE,FieldMeasurement,ROOTS,Project identifier,PROJECTS,,VARCHAR,
1222,PROJ_CODE,FieldMeasurement,ROOTS,Project identifier,DBKEY,,VARCHAR,
1223,PROJ_CODE,FieldMeasurement,PROJECTS,Project identifier (unique within each agency),PROJECTS,,VARCHAR,
1224,PROJ_CODE,FieldMeasurement,PROJECTS,Project identifier (unique within each agency),DBKEY,,VARCHAR,
1225,PROJ_FINISH_DATE,FieldMeasurement,PROJECTS,Date of completion of project ddmmyyyy,PROJECTS,,VARCHAR,
1226,PROJ_MANAGER_CODE,FieldMeasurement,PROJECTS,Officer code p13,PROJECTS,,VARCHAR,
1227,PROJ_NAME,FieldMeasurement,PROJECTS,Name of project,PROJECTS,,VARCHAR,
1228,PROJ_START_DATE,FieldMeasurement,PROJECTS,Date of commencement of project ddmmyyyy,PROJECTS,,VARCHAR,
1229,PWS1-2mm,LaboratoryMeasurement,PSA,1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,,FLOAT,
1230,PWS20-63,LaboratoryMeasurement,PSA,20-63 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,,FLOAT,
1231,PWS212-425,LaboratoryMeasurement,PSA,212-425 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,,FLOAT,
1232,PWS425-1mm,LaboratoryMeasurement,PSA,425-1000  micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,,FLOAT,
1233,PWS63-212,LaboratoryMeasurement,PSA,63-212 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,,FLOAT,
1234,RO_ABUN,FieldMeasurement,ROCK_OUTCROPS,Rock outcrop abundance p143,ROCK_OUTCROPS,N_RO_ABUN,VARCHAR,
1235,RO_LITH,FieldMeasurement,ROCK_OUTCROPS,Rock outcrop lithology p214,ROCK_OUTCROPS,C_LITHOLOGY,VARCHAR,
1236,RO_NO,NA,NA,NA,ROCK_OUTCROPS,,INTEGER,
1237,ROOT_ABUN,FieldMeasurement,ROOTS,Root abundance (per 0.01 m2) p199,ROOTS,N_ROOT_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/roots-abundance
1238,ROOT_NO,NA,NA,NA,ROOTS,,INTEGER,
1239,ROOT_SIZE,FieldMeasurement,ROOTS,Root size (diameter) p199,ROOTS,N_ROOT_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/roots-size
1240,s-23F,LaboratoryMeasurement,TAA,TAA - calculated as equivalent pyrite S%,LAB_METHODS,,FLOAT,
1241,s-23G,LaboratoryMeasurement,TPA,TPA - calculated as equivalent pyrite S%,LAB_METHODS,,FLOAT,
1242,s-23H,LaboratoryMeasurement,TSA,TSA - calculated as equivalent pyrite S%,LAB_METHODS,,FLOAT,
1243,s-23R,LaboratoryMeasurement,NA,Residual acid extractable S after peroxide expressed in % pyrite S,LAB_METHODS,,FLOAT,
1244,S_DATE_DESC,FieldMeasurement,SITES,Date site described p13 ddmmyyyy,SITES,,VARCHAR,
1245,S_DESC_BY,FieldMeasurement,SITES,Officer code p13,SITES,,VARCHAR,
1246,S_ELEM_HEIGHT,NA,NA,NA,SITES,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-height
1247,S_ELEM_INC_SLOPE,FieldMeasurement,SITES,Relative inclination of slope elements,SITES,C_S_ELEM_INC_SLOPE,VARCHAR,
1248,S_ELEM_LENGTH,NA,NA,NA,SITES,,FLOAT, http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-length
1249,S_ELEM_LOCATION,FieldMeasurement,SITES,Location within landform element,SITES,C_S_ELEM_LOCATION,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/location-within-the-landform-element
1250,S_ELEM_TYPE,FieldMeasurement,SITES,Element type p31,SITES,C_S_ELEM_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/morphological-types
1251,S_ELEM_WIDTH,NA,NA,NA,SITES,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/element-dimension-width
1252,S_ID,FieldMeasurement,SITES,Site identifier,DBKEY,,VARCHAR,
1253,S_MAP_REF_TYPE,FieldMeasurement,SITES,Map reference type p8,SITES,C_S_MAP_REF_TYPE,VARCHAR,
1254,S_MAP_SCALE,FieldMeasurement,SITES,Map scale p9,SITES,C_S_MAP_SCALE,VARCHAR,
1255,S_MAP_SHEET_NO,FieldMeasurement,SITES,Map sheet number,SITES,,VARCHAR,
1256,S_MODAL_SLOPE,FieldMeasurement,SITES,Modal slope p45,SITES,N_S_MODAL_SLOPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/modal-slope
1257,S_MORPH_TYPE,FieldMeasurement,SITES,Slope morphological type p19,SITES,C_S_MORPH_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/morphological-types
1258,S_NOTES,FieldMeasurement,SITES,Free text notes,SITES,,VARCHAR,
1259,S_ORIG_TECH_REF,FieldMeasurement,SITES,Technical reference used,SITES,C_TECHNICAL_REF,VARCHAR,
1260,S_PATT_TYPE,FieldMeasurement,SITES,Pattern type p55,SITES,C_S_PATT_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/simple-erosional-landform-patterns
1261,S_PHOTO_FILM_NO,FieldMeasurement,SITES,Air photo film number p10,SITES,,VARCHAR,
1262,S_PHOTO_FRAME_NO,NA,NA,NA,SITES,,INTEGER,
1263,S_PHOTO_RUN_NO,FieldMeasurement,SITES,Air photo run number p10,SITES,,VARCHAR,
1264,S_RAINFALL,NA,NA,NA,SITES,,INTEGER,
1265,S_REL_MS_CLASS,FieldMeasurement,SITES,Relief/modal slope class p47,SITES,C_S_REL_MS_CLASS,VARCHAR,
1266,S_RELIEF,NA,NA,NA,SITES,,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/landform/relief
1267,S_RELIEF_CLASS,FieldMeasurement,SITES,Relief class p48,SITES,N_S_RELIEF_CLASS,VARCHAR,
1268,S_SLOPE,NA,NA,NA,SITES,,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-value
1269,S_SLOPE_CLASS,FieldMeasurement,SITES,Slope class  p18,SITES,C_S_SLOPE_CLASS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-classes
1270,S_SLOPE_EVAL,FieldMeasurement,SITES,Slope  means of evaluation p18,SITES,C_S_SLOPE_EVAL,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/slope-evaluations
1271,S_SLOPE_PF,FieldMeasurement,SITES,Slope prefix,SITES,,VARCHAR,
1272,S_STRM_CH_DEV,FieldMeasurement,SITES,Stream channel development p49,SITES,C_S_STRM_CH_DEV,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-development
1273,S_STRM_CH_DIR_NET,FieldMeasurement,SITES,Stream channel network directionality p52,SITES,C_S_STRM_CH_DIR_NET,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-network-directionality
1274,S_STRM_CH_DTOW,FieldMeasurement,SITES,Channel depth relative to width,SITES,N_S_STRM_CH_DTOW,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-relative-depth-width
1275,S_STRM_CH_MIG,FieldMeasurement,SITES,Stream channel migration p50,SITES,C_S_STRM_CH_MIG,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-migration
1276,S_STRM_CH_NET_INT,FieldMeasurement,SITES,Stream channel network,SITES,C_S_STRM_CH_NET_INT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-network-integration
1277,S_STRM_CH_PATT,FieldMeasurement,SITES,Stream-wise channel pattern p50,SITES,C_S_STRM_CH_PATT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/streamwise-channel-pattern
1278,S_STRM_CH_SPACING,FieldMeasurement,SITES,Stream channel spacing p48,SITES,N_S_STRM_CH_SPACING,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/landform/stream-channel-spacing
1279,S_TRANS_AUTHOR,FieldMeasurement,SITES,Translation of format author,SITES,,VARCHAR,
1280,S_TYPE,FieldMeasurement,SITES,Type of site p13,SITES,C_S_TYPE,VARCHAR,
1281,SAMP_CONTRIB,NA,NA,NA,SAMPLES,,INTEGER,
1282,SAMP_LOWER_DEPTH,NA,NA,NA,SAMPLES,,FLOAT,
1283,SAMP_NO,NA,NA,NA,DBKEY,,INTEGER,
1284,SAMP_NO,NA,NA,NA,SAMPLES,,INTEGER,
1285,SAMP_NOTES,FieldMeasurement,SAMPLES,Free text notes,SAMPLES,,VARCHAR,
1286,SAMP_SIZE,FieldMeasurement,SAMPLES,Size of final sample,SAMPLES,,VARCHAR,
1287,SAMP_TYPE,FieldMeasurement,ARCHIVE_SAMPLES,Sample type  e.g. fine earth  whole soil,ARCHIVE_SAMPLES,C_AS_SAMP_TYPE,VARCHAR,
1288,SAMP_UPPER_DEPTH,NA,NA,NA,SAMPLES,,FLOAT,
1289,SB_MINERAL_COMP,FieldMeasurement,SUB_MINERAL_COMPS,Mineral composition p208,SUB_MINERAL_COMPS,C_SB_MINERAL_COMP,VARCHAR,
1290,SB_NO,NA,NA,NA,SUB_MINERAL_COMPS,,INTEGER,
1291,SCF_ABUN,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment abundance,SURF_COARSE_FRAGS,N_CF_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-abundance
1292,SCF_LITH,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment lithology p214,SURF_COARSE_FRAGS,C_LITHOLOGY,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-lithology
1293,SCF_NO,NA,NA,NA,SURF_COARSE_FRAGS,,INTEGER,
1294,SCF_SHAPE,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment shape p142,SURF_COARSE_FRAGS,C_CF_SHAPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-shape
1295,SCF_SIZE,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment size p140,SURF_COARSE_FRAGS,N_CF_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-size
1296,SCF_STRENGTH,FieldMeasurement,SURF_COARSE_FRAGS,Surface coarse fragment strength p209,SURF_COARSE_FRAGS,C_CF_STRENGTH,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-strength
1297,SCON_NO,NA,NA,NA,SURF_CONDITIONS,,INTEGER,
1298,SCON_STAT,FieldMeasurement,SURF_CONDITIONS,Condition of surface when dry p189,SURF_CONDITIONS,C_SCON_STAT,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/condition-of-surface-soil-when-dry
1299,SEG_ABUN,FieldMeasurement,SEGREGATIONS,Segregation abundance p196,SEGREGATIONS,N_SEG_ABUN,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-abundance
1300,SEG_FORM,FieldMeasurement,SEGREGATIONS,Segregation form p196,SEGREGATIONS,C_SEG_FORM,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-form
1301,SEG_MAGNETIC_ATTR,FieldMeasurement,SEGREGATIONS,Segregation magnetic attributes,SEGREGATIONS,C_SEG_MAGNETIC_ATTR,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-magnetic
1302,SEG_NATURE,FieldMeasurement,SEGREGATIONS,Segregation nature p196,SEGREGATIONS,C_SEG_NATURE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-nature
1303,SEG_NO,NA,NA,NA,SEGREGATIONS,,INTEGER,
1304,SEG_SIZE,FieldMeasurement,SEGREGATIONS,Segregation size p197,SEGREGATIONS,N_SEG_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-size
1305,SEG_STRENGTH,FieldMeasurement,SEGREGATIONS,Segregation strength p197,SEGREGATIONS,C_SEG_STRENGTH,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/segregations-strength
1306,SMP_CODE,FieldMeasurement,SITE_MNG_PRCS,Site mngt practice type  e.g. liming  fertiliser,SITE_MNG_PRCS,C_MP_CODE,VARCHAR,
1307,SMP_DATE,FieldMeasurement,SITE_MNG_PRCS,Date mngt practice observed,SITE_MNG_PRCS,,VARCHAR,
1308,SMP_NO,NA,NA,NA,SITE_MNG_PRCS,,INTEGER,
1309,SMP_REF,FieldMeasurement,SITE_MNG_PRCS,Management practice reference e.g. LUMIS Version 1,SITE_MNG_PRCS,C_MP_REF,VARCHAR,
1310,SPEC_ID,NA,NA,NA,ARCHIVE_SAMPLES,,INTEGER,
1311,STATE_CODE,FieldMeasurement,AGENCIES,State code p7 Note: new codes,AGENCIES,,VARCHAR,
1312,STATE_CODE,FieldMeasurement,STATES,State code p7 Note: new codes,AGENCIES,,VARCHAR,
1313,STR_CLODS_FRAGS,FieldMeasurement,STRUCTURES,Clods and fragments p181,STRUCTURES,C_STR_CLODS_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-artificial
1314,STR_COMPOUND_PED,FieldMeasurement,STRUCTURES,Compound pedality p180,STRUCTURES,C_STR_COMPOUND_PED,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-compound
1315,STR_NO,NA,NA,NA,STRUCTURES,,INTEGER,
1316,STR_PED_GRADE,FieldMeasurement,STRUCTURES,Grade of pedality p171,STRUCTURES,C_STR_PED_GRADE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-grade
1317,STR_PED_SIZE,FieldMeasurement,STRUCTURES,Size of peds p172,STRUCTURES,N_STR_PED_SIZE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-size
1318,STR_PED_TYPE,FieldMeasurement,STRUCTURES,Type of pedality p173,STRUCTURES,C_STR_PED_TYPE,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/structure-pedality-type
1319,STRG_CLASS,FieldMeasurement,STRENGTHS,Strength p187,STRENGTHS,C_STRG_CLASS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-strength
1320,STRG_MOISTURE_STAT,FieldMeasurement,STRENGTHS,Moisture status p187,STRENGTHS,C_SOIL_WATER,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-status
1321,STRG_NO,NA,NA,NA,STRENGTHS,,INTEGER,
1322,SUBSAMPLE_DATE,FieldMeasurement,ARCHIVE_SAMPLES,Date of subsampling,ARCHIVE_SAMPLES,,VARCHAR,
1323,SUBSAMPLE_TRAY,FieldMeasurement,ARCHIVE_SAMPLES,Subsample tray identifier,ARCHIVE_SAMPLES,,VARCHAR,
1324,TE_CD_AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1325,TE_CD_CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1326,TE_CD_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1327,TE_CD_NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1328,TE_CD_SI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1329,TE_CD_TI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - by Citrate/Dithionite Extraction,LAB_METHODS,,FLOAT,
1330,TE_HF+_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1331,TE_HF+AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1332,TE_HF+CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1333,TE_HF+NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1334,TE_HF+SIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1335,TE_HF+TIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - by HF/HClO4 Digest,LAB_METHODS,,FLOAT,
1336,TE_NR_AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - Not recorded,LAB_METHODS,,FLOAT,
1337,TE_NR_AL2O,NA,NA,NA,LAB_METHODS,,FLOAT,
1338,TE_NR_CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - Not recorded,LAB_METHODS,,FLOAT,
1339,TE_NR_FE20,NA,NA,NA,LAB_METHODS,,FLOAT,
1340,TE_NR_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - Not recorded,LAB_METHODS,,FLOAT,
1341,TE_NR_NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - Not recorded,LAB_METHODS,,FLOAT,
1342,TE_NR_SI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - Not recorded,LAB_METHODS,,FLOAT,
