Property,PropertyType,PropertyGroup,Description,TableName,DataType,VocabURL
P3A4,LaboratoryMeasurement,MOISTURE_RELEASE,Particle Density g/cm3,LAB_METHODS,FLOAT,
P3B_GV_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric  using suction plate,LAB_METHODS,FLOAT,
P3B_GV_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_033,LaboratoryMeasurement,MOISTURE_RELEASE,NA,LAB_METHODS,FLOAT,
P3B_GV_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_GV_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture g/g - Gravimetric using pressure plate,LAB_METHODS,FLOAT,
P3B_GV_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture g/g - Gravimetric using suction plate,LAB_METHODS,FLOAT,
P3B_NR_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_NR_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture % - Not recorded,LAB_METHODS,FLOAT,
P3B_VL_001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_05,LaboratoryMeasurement,MOISTURE_RELEASE,0.5 BAR Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B_VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using pressure plate,LAB_METHODS,FLOAT,
P3B_VL_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using suction plate,LAB_METHODS,FLOAT,
P3B1GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture g/g - Gravimetric of ground sample (<2mm) using pressure plate,LAB_METHODS,FLOAT,
P3B1VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,FLOAT,
P3B1VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using <2mm sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2GV_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B2VL_5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using disturbed sample on pressure plate,LAB_METHODS,FLOAT,
P3B3VLa001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLa06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLaSAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 76mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLb001,LaboratoryMeasurement,MOISTURE_RELEASE,"0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb003,LaboratoryMeasurement,MOISTURE_RELEASE,"0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb005,LaboratoryMeasurement,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb01,LaboratoryMeasurement,MOISTURE_RELEASE,"0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb03,LaboratoryMeasurement,MOISTURE_RELEASE,"0.33 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb05,LaboratoryMeasurement,MOISTURE_RELEASE,"0.5 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLb06,LaboratoryMeasurement,MOISTURE_RELEASE,"0.66 BAR Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLbSAT,LaboratoryMeasurement,MOISTURE_RELEASE,"Saturated Moisture m3/m3 - Volumetric using undisturbed 73mm diameter and 75mm height core on suction plate taken from center of large core (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
P3B3VLc001,LaboratoryMeasurement,MOISTURE_RELEASE,0.01 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc003,LaboratoryMeasurement,MOISTURE_RELEASE,0.03 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc005,LaboratoryMeasurement,MOISTURE_RELEASE,0.05 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLc06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLcSAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using undisturbed 98mm diameter core on suction plate,LAB_METHODS,FLOAT,
P3B3VLd06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd1,LaboratoryMeasurement,MOISTURE_RELEASE,1 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd3,LaboratoryMeasurement,MOISTURE_RELEASE,3 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLd5,LaboratoryMeasurement,MOISTURE_RELEASE,5 BAR Moisture m3/m3 - Volumetric using undisturbed 48mm diameter and 15mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe004,LaboratoryMeasurement,MOISTURE_RELEASE,0.04 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe03,LaboratoryMeasurement,MOISTURE_RELEASE,0.3 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on suction plate,LAB_METHODS,FLOAT,
P3B3VLe06,LaboratoryMeasurement,MOISTURE_RELEASE,0.6 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe15,LaboratoryMeasurement,MOISTURE_RELEASE,15 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe2,LaboratoryMeasurement,MOISTURE_RELEASE,2 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B3VLe7,LaboratoryMeasurement,MOISTURE_RELEASE,7 BAR Moisture m3/m3 - Volumetric using undisturbed 60mm diameter and 34mm height core on pressure plate,LAB_METHODS,FLOAT,
P3B4GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,"0.1 BAR Moisture g/g - Gravimetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,FLOAT,
P3B4VL_005,LaboratoryMeasurement,MOISTURE_RELEASE,"0.05 BAR Moisture m3/m3 - Volumetric of soil clods (Soil Survey Staff,1967)",LAB_METHODS,FLOAT,
P3B5GV_01,LaboratoryMeasurement,MOISTURE_RELEASE,0.1 BAR Moisture g/g - Gravimetric of soil clods (CSIRO Div. Of Soils TM 25/66),LAB_METHODS,FLOAT,
P3B6VL_DUL,LaboratoryMeasurement,MOISTURE_RELEASE,Drained Upper Limit (0.1 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P3B6VL_LL,LaboratoryMeasurement,MOISTURE_RELEASE,Lower Limit (15 BAR) Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P3B6VL_SAT,LaboratoryMeasurement,MOISTURE_RELEASE,Saturated Moisture m3/m3 - Volumetric using APSRU in situ methodology,LAB_METHODS,FLOAT,
P4_10_McK,LaboratoryMeasurement,HYDRAULIC_COND,"Unsaturated Hydraulic Conductivity - 10mm potential (CSIRO Div of Soil, DR 125, McKenzie and Jacquier, 1996)",LAB_METHODS,FLOAT,
