Property,PropertyType,PropertyGroup,Description,TableName,DataType,VocabURL
P4D1,LaboratoryMeasurement,HYDRAULIC_COND,Saturated Hydraulic Conductivity,LAB_METHODS,FLOAT,
P5_COLE,LaboratoryMeasurement,COLE,Coefficient of Linear Extensibility (Grossman et al. 1968),LAB_METHODS,FLOAT,
P5_LS,LaboratoryMeasurement,LINEAR_SHRINKAGE,Linear shrinkage (Standards Association of Australia 1977. AS 1289 C4.1),LAB_METHODS,FLOAT,
P5_LS_MOD,LaboratoryMeasurement,LINEAR_SHRINKAGE,"Modified linear shrinkage (McKenzie, Jacquier and Ringrose-Voase, AJSR, 1994, 32, 931-8)",LAB_METHODS,FLOAT,
P6_LP,LaboratoryMeasurement,DISPERSION_INDEX,"Dispersion Index (Loveday and Pyle, 1973)",LAB_METHODS,FLOAT,
PWS1-2mm,LaboratoryMeasurement,PSA,1000-2000 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,FLOAT,
PWS20-63,LaboratoryMeasurement,PSA,20-63 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,FLOAT,
PWS212-425,LaboratoryMeasurement,PSA,212-425 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,FLOAT,
PWS425-1mm,LaboratoryMeasurement,PSA,425-1000  micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,FLOAT,
PWS63-212,LaboratoryMeasurement,PSA,63-212 micron fraction (%) - Wet Sieving after chemical dispersion,LAB_METHODS,FLOAT,
s-23F,LaboratoryMeasurement,TAA,TAA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
s-23G,LaboratoryMeasurement,TPA,TPA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
s-23H,LaboratoryMeasurement,TSA,TSA - calculated as equivalent pyrite S%,LAB_METHODS,FLOAT,
s-23R,LaboratoryMeasurement,NA,Residual acid extractable S after peroxide expressed in % pyrite S,LAB_METHODS,FLOAT,
TE_CD_AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_CD_CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_CD_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_CD_NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_CD_SI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_CD_TI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - by Citrate/Dithionite Extraction,LAB_METHODS,FLOAT,
TE_HF+_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_HF+AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_HF+CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_HF+NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_HF+SIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_HF+TIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - by HF/HClO4 Digest,LAB_METHODS,FLOAT,
TE_NR_AL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - Not recorded,LAB_METHODS,FLOAT,
TE_NR_CA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - Not recorded,LAB_METHODS,FLOAT,
TE_NR_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - Not recorded,LAB_METHODS,FLOAT,
TE_NR_NA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - Not recorded,LAB_METHODS,FLOAT,
TE_NR_SI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - Not recorded,LAB_METHODS,FLOAT,
TE_NR_TI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - Not recorded,LAB_METHODS,FLOAT,
TE_XRF_MG,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Mg - By XRF,LAB_METHODS,FLOAT,
TE_XRFAL,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Al - By XRF,LAB_METHODS,FLOAT,
TE_XRFCA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Ca - By XRF,LAB_METHODS,FLOAT,
TE_XRFNA,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element Na - By XRF,LAB_METHODS,FLOAT,
TE_XRFSI02,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element SiO2 - By XRF,LAB_METHODS,FLOAT,
TE_XRFTIO2,LaboratoryMeasurement,TOTAL_ELEMENTS,Total Element TiO2 - By XRF,LAB_METHODS,FLOAT,
XRD_C_Ab,LaboratoryMeasurement,CLAY_MINERAL,Amphibole - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ah,LaboratoryMeasurement,CLAY_MINERAL,Allophane - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_An,LaboratoryMeasurement,CLAY_MINERAL,Anatase - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ap,LaboratoryMeasurement,CLAY_MINERAL,Apatite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Arg,LaboratoryMeasurement,CLAY_MINERAL,Argonite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_At,LaboratoryMeasurement,CLAY_MINERAL,Alunite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Bd,LaboratoryMeasurement,CLAY_MINERAL,Beidellite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Bm,LaboratoryMeasurement,CLAY_MINERAL,Boehmite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Bt,LaboratoryMeasurement,CLAY_MINERAL,Biotite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Cb,LaboratoryMeasurement,CLAY_MINERAL,Cristobalite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ch,LaboratoryMeasurement,CLAY_MINERAL,Chlorite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ch2,LaboratoryMeasurement,CLAY_MINERAL,Chloritized 2:1 minerals - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Crn,LaboratoryMeasurement,CLAY_MINERAL,Corondum - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ct,LaboratoryMeasurement,CLAY_MINERAL,Calcite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Dr,LaboratoryMeasurement,CLAY_MINERAL,Dravite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Dt,LaboratoryMeasurement,CLAY_MINERAL,Dolomite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fd,LaboratoryMeasurement,CLAY_MINERAL,Feldspar - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fh,LaboratoryMeasurement,CLAY_MINERAL,Ferrihydrite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fl,LaboratoryMeasurement,CLAY_MINERAL,Flourite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Fo,LaboratoryMeasurement,CLAY_MINERAL,Feroxyhite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gb,LaboratoryMeasurement,CLAY_MINERAL,Gibbsite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gl,LaboratoryMeasurement,CLAY_MINERAL,Glauconite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gt,LaboratoryMeasurement,CLAY_MINERAL,Geothite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Gy,LaboratoryMeasurement,CLAY_MINERAL,Gypsum - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hl,LaboratoryMeasurement,CLAY_MINERAL,Halite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hm,LaboratoryMeasurement,CLAY_MINERAL,Hematite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Hn,LaboratoryMeasurement,CLAY_MINERAL,Huntite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ht0,LaboratoryMeasurement,CLAY_MINERAL,Halloysite (10 A`) - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ht7,LaboratoryMeasurement,CLAY_MINERAL,Halloysite (7 A`) - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ig,LaboratoryMeasurement,CLAY_MINERAL,Imogolite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Il,LaboratoryMeasurement,CLAY_MINERAL,Illite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Im,LaboratoryMeasurement,CLAY_MINERAL,Ilmenite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Is,LaboratoryMeasurement,CLAY_MINERAL,Interstratified clay minerals - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Jr,LaboratoryMeasurement,CLAY_MINERAL,Jarosite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_K2O,LaboratoryMeasurement,CLAY_MINERAL,K2O - X-Ray Diffraction or Clay Fraction (air dry),LAB_METHODS,FLOAT,
XRD_C_Ka,LaboratoryMeasurement,CLAY_MINERAL,Kaolin - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Kt,LaboratoryMeasurement,CLAY_MINERAL,Kaolinite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Lp,LaboratoryMeasurement,CLAY_MINERAL,Lepidocrosite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mh,LaboratoryMeasurement,CLAY_MINERAL,Meghemite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mi,LaboratoryMeasurement,CLAY_MINERAL,Mica - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_MIN_,LaboratoryMeasurement,CLAY_MINERAL,Exchange Capacity - Minerology,LAB_METHODS,FLOAT,
XRD_C_Mm,LaboratoryMeasurement,CLAY_MINERAL,Montmorillonite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ms,LaboratoryMeasurement,CLAY_MINERAL,Magnesite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mt,LaboratoryMeasurement,CLAY_MINERAL,Magnetite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mu,LaboratoryMeasurement,CLAY_MINERAL,Muscovite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Mz,LaboratoryMeasurement,CLAY_MINERAL,Monozite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Nt,LaboratoryMeasurement,CLAY_MINERAL,Nontronite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ol,LaboratoryMeasurement,CLAY_MINERAL,Olivine - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Or,LaboratoryMeasurement,CLAY_MINERAL,Orthoclase - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pg,LaboratoryMeasurement,CLAY_MINERAL,Plagioclase - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pk,LaboratoryMeasurement,CLAY_MINERAL,Palygorskite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pl,LaboratoryMeasurement,CLAY_MINERAL,Plombogummite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Pp,LaboratoryMeasurement,CLAY_MINERAL,Phlogopite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Ps,LaboratoryMeasurement,CLAY_MINERAL,Pseudorutile - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Px,LaboratoryMeasurement,CLAY_MINERAL,Pyroxene - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Py,LaboratoryMeasurement,CLAY_MINERAL,Pyrophyllite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Qz,LaboratoryMeasurement,CLAY_MINERAL,Quartz - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Rt,LaboratoryMeasurement,CLAY_MINERAL,Rutile - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sd,LaboratoryMeasurement,CLAY_MINERAL,Siderite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sl,LaboratoryMeasurement,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Sp,LaboratoryMeasurement,CLAY_MINERAL,Saponite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Spn,LaboratoryMeasurement,CLAY_MINERAL,Sphene - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Srp,LaboratoryMeasurement,CLAY_MINERAL,Serpentine - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_St,LaboratoryMeasurement,CLAY_MINERAL,Smectite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Tc,LaboratoryMeasurement,CLAY_MINERAL,Talc - Tourmaline - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Tr,LaboratoryMeasurement,CLAY_MINERAL,Tridymite - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Un,LaboratoryMeasurement,CLAY_MINERAL,Unidentified - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Vm,LaboratoryMeasurement,CLAY_MINERAL,Vermiculte - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Zi,LaboratoryMeasurement,CLAY_MINERAL,Zircon - X-Ray Diffraction,LAB_METHODS,FLOAT,
XRD_C_Zt,LaboratoryMeasurement,CLAY_MINERAL,Zeolite - X-Ray Diffraction,LAB_METHODS,FLOAT,
STATE_CODE,FieldMeasurement,AGENCIES,State code p7  Note: new codes,AGENCIES,VARCHAR,
AGENCY_CODE,FieldMeasurement,AGENCIES,Agency unique identifier,AGENCIES,VARCHAR,
AGENCY_NAME,FieldMeasurement,AGENCIES,Name of agency,AGENCIES,VARCHAR,
AGENCY_ACRONYM,FieldMeasurement,AGENCIES,"Acronym of agency, e.g. ACLEP",AGENCIES,VARCHAR,
AGENCY_CODE,FieldMeasurement,DBKEY,Agency identifier,DBKEY,VARCHAR,
PROJ_CODE,FieldMeasurement,DBKEY,Project identifier,DBKEY,VARCHAR,
S_ID,FieldMeasurement,DBKEY,Site identifier,DBKEY,VARCHAR,
O_ID,FieldMeasurement,DBKEY,Observation identifier,DBKEY,VARCHAR,
H_NO,FieldMeasurement,DBKEY,Horizon identifier,DBKEY,INTEGER,
SAMP_NO,FieldMeasurement,DBKEY,Sample number,DBKEY,INTEGER,
JAR_NO,FieldMeasurement,ARCHIVE_SAMPLES,Jar number,ARCHIVE_SAMPLES,INTEGER,
SAMP_TYPE,FieldMeasurement,ARCHIVE_SAMPLES,"Sample type, e.g. fine earth, whole soil",ARCHIVE_SAMPLES,VARCHAR,
LOCATION,FieldMeasurement,ARCHIVE_SAMPLES,Location of sample i.e. shelf number,ARCHIVE_SAMPLES,VARCHAR,
WEIGHT,FieldMeasurement,ARCHIVE_SAMPLES,Weight of the sample (in grams),ARCHIVE_SAMPLES,FLOAT,
>2mm,FieldMeasurement,ARCHIVE_SAMPLES,Presence of coarse fragment sample,ARCHIVE_SAMPLES,VARCHAR,
SPEC_ID,FieldMeasurement,ARCHIVE_SAMPLES,Subsample ID for spectroscopy,ARCHIVE_SAMPLES,INTEGER,
SUBSAMPLE_DATE,FieldMeasurement,ARCHIVE_SAMPLES,Date of subsampling,ARCHIVE_SAMPLES,VARCHAR,
SUBSAMPLE_TRAY,FieldMeasurement,ARCHIVE_SAMPLES,Subsample tray identifier,ARCHIVE_SAMPLES,VARCHAR,
CF_NO,FieldMeasurement,COARSE_FRAGS,Coarse fragment number,COARSE_FRAGS,INTEGER,
CF_ABUN,FieldMeasurement,COARSE_FRAGS,Coarse fragments abundance p139,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-abundance
CF_SIZE,FieldMeasurement,COARSE_FRAGS,Coarse fragments size p140,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-size
CF_SHAPE,FieldMeasurement,COARSE_FRAGS,Coarse fragments shape p142,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-shape
CF_LITH,FieldMeasurement,COARSE_FRAGS,Coarse fragment lithology p142,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-lithology
CF_STRENGTH,FieldMeasurement,COARSE_FRAGS,Coarse fragments strength p142,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_coarse-fragments-strength
CF_DISTRIBUTION,FieldMeasurement,COARSE_FRAGS,Coarse fragments distribution p170,COARSE_FRAGS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/coarse-fragments-distribution
COL_NO,FieldMeasurement,COLOURS,Colour number,COLOURS,INTEGER,
COL_HUE_VAL_CHROM,FieldMeasurement,COLOURS,Colour  for decode,COLOURS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
COL_HUE,FieldMeasurement,COLOURS,Colour hue p159,COLOURS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
COL_VALUE,FieldMeasurement,COLOURS,Colour value p159,COLOURS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
COL_CHROMA,FieldMeasurement,COLOURS,Colour chroma p159,COLOURS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_colour-stat
COL_MOISTURE_STAT,FieldMeasurement,COLOURS,Colour moisture status p159,COLOURS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
CRACK_NO,FieldMeasurement,CRACKS,Crack number,CRACKS,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/voids-cracks
CRACK_WIDTH,FieldMeasurement,CRACKS,Crack width p184,CRACKS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/voids-cracks
CUTAN_NO,FieldMeasurement,CUTANS,Cutan number,CUTANS,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans
CUTAN_TYPE,FieldMeasurement,CUTANS,Type of cutan p182,CUTANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-type
CUTAN_ABUN,FieldMeasurement,CUTANS,Abundance of cutan p183,CUTANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-abundance
CUTAN_DISTINCT,FieldMeasurement,CUTANS,Distinctness of cutan p183,CUTANS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/cutans-distinctness
FAB_NO,FieldMeasurement,FABRICS,Fabric number,FABRICS,INTEGER,
FAB_TYPE,FieldMeasurement,FABRICS,Fabric type p181,FABRICS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/fabric
FAB_ABUN,FieldMeasurement,FABRICS,Fabric abundance,FABRICS,VARCHAR,
H_NO,FieldMeasurement,HORIZONS,Horizon identifier,HORIZONS,INTEGER,
H_DESIG_NUM_PREF,FieldMeasurement,HORIZONS,"Horizon numeric prefix, p148",HORIZONS,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
H_DESIG_MASTER,FieldMeasurement,HORIZONS,"Master horizon designation, e.g. A1, B2 p148",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
H_DESIG_SUBDIV,FieldMeasurement,HORIZONS,"Horizon subdivision, 1, 2 etc p155",HORIZONS,INTEGER,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon
H_DESIG_SUFFIX,FieldMeasurement,HORIZONS,"Horizon suffix, e.g., b, c, d p153",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-suffix
H_UPPER_DEPTH,FieldMeasurement,HORIZONS,Upper depth (m) p156,HORIZONS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-of-horizons
H_LOWER_DEPTH,FieldMeasurement,HORIZONS,Lower depth (m) p156,HORIZONS,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/depth-of-horizons
H_TEXTURE,FieldMeasurement,HORIZONS,"Field texture (mineral soils), including modifiers p161",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_field-texture-mineral
H_TEXTURE_QUAL,FieldMeasurement,HORIZONS,Field texture qualification p166,HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_field-texture-mineral
H_SOIL_WATER_STAT,FieldMeasurement,HORIZONS,Soil water status p186,HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-status
H_STICKINESS,FieldMeasurement,HORIZONS,"Consistence, stickiness p187",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-stickiness
H_PLASTICITY_TYPE,FieldMeasurement,HORIZONS,"Consistence, type of plasticity p188",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-plasticity-type
H_PLASTICITY_DEG,FieldMeasurement,HORIZONS,"Consistence, degree of plasticity p188",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/consistence-plasticity-degree
H_WATER_REPELLENCE,FieldMeasurement,HORIZONS,Water repellence p191,HORIZONS,VARCHAR,
H_CARBONATE_EFF,FieldMeasurement,HORIZONS,Effervescence of carbonate in fine earth p198,HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/effervescence-of-carbonate-in-fine-earth
H_BOUND_DISTINCT,FieldMeasurement,HORIZONS,Distinctness of boundary between horizons p199,HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-boundary-distinctness
H_BOUND_SHAPE,FieldMeasurement,HORIZONS,Shape of boundary between horizons p200,HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/horizon-boundary-shape
H_PERMEABILITY,FieldMeasurement,HORIZONS,"Soil water regime, permeability p200",HORIZONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/soil-water-permeability
H_NOTES,FieldMeasurement,HORIZONS,"Free text notes, additional field",HORIZONS,VARCHAR,
LCOV_NO,FieldMeasurement,LAND _COVER,Land cover number,LAND _COVER,INTEGER,
LCOV_DATE,FieldMeasurement,LAND _COVER,Date land cover observed ddmmyyyy,LAND _COVER,VARCHAR,
LCOV_REF,FieldMeasurement,LAND _COVER,Land cover reference e.g. FAO Land Cover Version 2,LAND _COVER,VARCHAR,
LAND_COVER,FieldMeasurement,LAND _COVER,Land cover code,LAND _COVER,VARCHAR,
LUSE_NO,FieldMeasurement,LAND_USES,Land use number,LAND_USES,INTEGER,
LUSE_DATE,FieldMeasurement,LAND_USES,Date land use observed or started,LAND_USES,VARCHAR,
LUSE_END_DATE,FieldMeasurement,LAND_USES,End date for land use ddmmyyyy,LAND_USES,VARCHAR,
LUSE_REF,FieldMeasurement,LAND_USES,Land use reference e.g. ALUM Version 6,LAND_USES,VARCHAR,
LAND_USE,FieldMeasurement,LAND_USES,Land use code,LAND_USES,VARCHAR,
MR_NO,FieldMeasurement,MICRORELIEFS,Microrelief number,MICRORELIEFS,INTEGER,
MR_TYPE,FieldMeasurement,MICRORELIEFS,Type of microrelief p129,MICRORELIEFS,VARCHAR,
MR_PROP_GILGAI,FieldMeasurement,MICRORELIEFS,Proportions of gilgai components p130,MICRORELIEFS,VARCHAR,
MR_BIOTIC_AGENT,FieldMeasurement,MICRORELIEFS,Biotic microrelief (agent) p131,MICRORELIEFS,VARCHAR,
MR_BIOTIC_COMP,FieldMeasurement,MICRORELIEFS,Component of biotic microrelief p133,MICRORELIEFS,VARCHAR,
MR_VERTICAL_INT,FieldMeasurement,MICRORELIEFS,Vertical interval (m) p133,MICRORELIEFS,FLOAT,
MR_HORIZ_INT,FieldMeasurement,MICRORELIEFS,Horizontal interval (m) p133,MICRORELIEFS,FLOAT,
MOTT_NO,FieldMeasurement,MOTTLES,Mottle number,MOTTLES,INTEGER,
MOTT_TYPE,FieldMeasurement,MOTTLES,Mottle type p160,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-type
MOTT_ABUN,FieldMeasurement,MOTTLES,Mottle abundance p160,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-abundance
MOTT_SIZE,FieldMeasurement,MOTTLES,Mottle size p160,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-size
MOTT_CONTRAST,FieldMeasurement,MOTTLES,Mottle contrast p160,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-constrast
MOTT_HUE_VAL_CHROM,FieldMeasurement,MOTTLES,Colour  for decode,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
MOTT_HUE,FieldMeasurement,MOTTLES,Mottle hue p159,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
MOTT_VALUE,FieldMeasurement,MOTTLES,Mottle value p159,MOTTLES,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
MOTT_CHROMA,FieldMeasurement,MOTTLES,Mottle chroma  p159,MOTTLES,FLOAT,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/colour
MOTT_MOISTURE_STAT,FieldMeasurement,MOTTLES,Mottle colour moisture status p159,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/_colour-stat
MOTT_COLOUR,FieldMeasurement,MOTTLES,"Mottle colour i.e. old colours R, O, B etc p161",MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-colour
MOTT_BOUN_DISTINCT,FieldMeasurement,MOTTLES,Distinctness of boundaries (colour boundaries) p161,MOTTLES,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/mottle-boundary-distinctness
O_TYPE,FieldMeasurement,OBSERVATIONS,"Type of soil observation, e.g. Soil pit, etc p147",OBSERVATIONS,VARCHAR,http://registry.it.csiro.au/def/soil/au/asls/soil-prof/type-of-soil-observation
O_NATURE,FieldMeasurement,OBSERVATIONS,"Nature of observation e.g. characterisation, single, etc",OBSERVATIONS,VARCHAR,
O_DESC_BY,FieldMeasurement,OBSERVATIONS,Officer code p13,OBSERVATIONS,VARCHAR,
O_DATE_DESC,FieldMeasurement,OBSERVATIONS,Date site described p13,OBSERVATIONS,VARCHAR,
